,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
1810,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,parfait,One example of a food is ___.,-13.9375,-13.9375
1811,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,parsley,One example of a food is ___.,-11.5,-11.5
1812,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pasta,One example of a food is ___.,-12.6875,-12.6875
1813,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pastry,One example of a food is ___.,-12.875,-12.875
1814,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,patty,One example of a food is ___.,-14.671875,-7.3359375
1815,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,peanut,One example of a food is ___.,-12.25,-12.25
1816,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,peanut butter,One example of a food is ___.,-12.3916015625,-6.19580078125
1817,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pecan,One example of a food is ___.,-15.66015625,-7.830078125
1818,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pepper (seasoning),One example of a food is ___.,-26.669189453125,-5.333837890625
1819,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pepper (vegetable),One example of a food is ___.,-24.73291015625,-4.94658203125
1820,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,peppermint,One example of a food is ___.,-14.14453125,-7.072265625
1821,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pepperoni,One example of a food is ___.,-13.53125,-6.765625
1822,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pesto,One example of a food is ___.,-13.9453125,-6.97265625
1823,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pickle,One example of a food is ___.,-10.9375,-10.9375
1824,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pie,One example of a food is ___.,-12.375,-12.375
1825,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,piecrust,One example of a food is ___.,-18.29150390625,-6.09716796875
1826,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pig,One example of a food is ___.,-13.5625,-13.5625
1827,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pistachio,One example of a food is ___.,-15.71795654296875,-5.23931884765625
1828,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pita,One example of a food is ___.,-15.09375,-7.546875
1829,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pizza,One example of a food is ___.,-10.9375,-10.9375
1830,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,plum,One example of a food is ___.,-12.3125,-12.3125
1831,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,popcorn,One example of a food is ___.,-13.1875,-13.1875
1832,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,poppy,One example of a food is ___.,-15.171875,-7.5859375
1833,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,popsicle,One example of a food is ___.,-14.98828125,-7.494140625
1834,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,potpie,One example of a food is ___.,-17.03125,-8.515625
1835,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pretzel,One example of a food is ___.,-15.4375,-7.71875
1836,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,prune,One example of a food is ___.,-13.8125,-13.8125
1837,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,pudding,One example of a food is ___.,-13.8125,-13.8125
1838,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,quesadilla,One example of a food is ___.,-16.40771484375,-5.46923828125
1839,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,quiche,One example of a food is ___.,-15.328125,-7.6640625
1840,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,rabbit,One example of a food is ___.,-14.8125,-14.8125
1841,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,raisin,One example of a food is ___.,-14.8359375,-7.41796875
1842,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,ravioli,One example of a food is ___.,-15.6378173828125,-5.212605794270833
1843,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,ready meal,One example of a food is ___.,-18.40625,-9.203125
1844,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,rhubarb,One example of a food is ___.,-14.33917236328125,-4.77972412109375
1845,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,rice,One example of a food is ___.,-10.8125,-10.8125
1846,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,roll,One example of a food is ___.,-15.5,-15.5
1847,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,saffron,One example of a food is ___.,-14.011962890625,-4.670654296875
1848,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,salad,One example of a food is ___.,-10.8125,-10.8125
1849,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,salami,One example of a food is ___.,-13.171875,-6.5859375
1850,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sandwich,One example of a food is ___.,-12.6875,-12.6875
1851,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sardine,One example of a food is ___.,-16.6015625,-5.533854166666667
1852,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sauce,One example of a food is ___.,-11.8125,-11.8125
1853,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sauerkraut,One example of a food is ___.,-12.619720458984375,-2.523944091796875
1854,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sausage,One example of a food is ___.,-13.25,-13.25
1855,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,scallion,One example of a food is ___.,-13.9921875,-4.6640625
1856,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,scallop,One example of a food is ___.,-14.0234375,-7.01171875
1857,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,scone,One example of a food is ___.,-16.28125,-8.140625
1858,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,scrambled egg,One example of a food is ___.,-16.296875,-8.1484375
1859,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,seafood,One example of a food is ___.,-13.375,-13.375
1860,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,seaweed,One example of a food is ___.,-14.6923828125,-7.34619140625
1861,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,shortbread,One example of a food is ___.,-17.8125,-8.90625
1862,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,shrimp,One example of a food is ___.,-13.9375,-13.9375
1863,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,snack,One example of a food is ___.,-12.6875,-12.6875
1864,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sorbet,One example of a food is ___.,-16.515625,-8.2578125
1865,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,souffle,One example of a food is ___.,-19.09375,-6.364583333333333
1866,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,soup,One example of a food is ___.,-12.1875,-12.1875
1867,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,soy sauce,One example of a food is ___.,-13.578125,-6.7890625
1868,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,spaghetti,One example of a food is ___.,-14.75,-14.75
1869,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,spam,One example of a food is ___.,-13.5,-13.5
1870,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,spareribs,One example of a food is ___.,-17.118408203125,-5.706136067708333
1871,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,spinach,One example of a food is ___.,-13.125,-13.125
1872,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,spring roll,One example of a food is ___.,-17.0625,-8.53125
1873,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sprouts,One example of a food is ___.,-15.275390625,-7.6376953125
1874,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,squash,One example of a food is ___.,-14.6875,-14.6875
1875,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,squid,One example of a food is ___.,-16.625,-16.625
1876,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,star fruit,One example of a food is ___.,-16.234375,-8.1171875
1877,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,steak,One example of a food is ___.,-11.375,-11.375
1878,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,stew,One example of a food is ___.,-14.375,-14.375
1879,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,stir fry,One example of a food is ___.,-17.828125,-8.9140625
1880,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,string cheese,One example of a food is ___.,-15.8125,-7.90625
1881,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,stuffing,One example of a food is ___.,-13.25,-13.25
1882,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sugar cube,One example of a food is ___.,-17.15625,-8.578125
1883,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sundae,One example of a food is ___.,-16.63671875,-8.318359375
1884,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sushi,One example of a food is ___.,-12.5,-12.5
1885,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,sweet potato,One example of a food is ___.,-12.734375,-6.3671875
1886,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,swordfish,One example of a food is ___.,-15.376953125,-7.6884765625
1887,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,syrup,One example of a food is ___.,-13.125,-13.125
1888,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,taco,One example of a food is ___.,-14.375,-14.375
1889,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,taffy,One example of a food is ___.,-17.062744140625,-5.687581380208333
1890,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,tamale,One example of a food is ___.,-16.40625,-8.203125
1891,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,tiramisu,One example of a food is ___.,-17.042236328125,-5.680745442708333
1892,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,toast,One example of a food is ___.,-13.125,-13.125
1893,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,tomato sauce,One example of a food is ___.,-14.78125,-7.390625
1894,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,tortellini,One example of a food is ___.,-17.42724609375,-5.80908203125
1895,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,tortilla,One example of a food is ___.,-14.6171875,-7.30859375
1896,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,tostada,One example of a food is ___.,-16.75390625,-5.584635416666667
1897,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,vegetable,One example of a food is ___.,-11.9375,-11.9375
1898,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,wafer,One example of a food is ___.,-13.9453125,-6.97265625
1899,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,waffle,One example of a food is ___.,-17.0625,-8.53125
1900,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,walnut,One example of a food is ___.,-15.875,-15.875
1901,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,watermelon,One example of a food is ___.,-13.84375,-6.921875
1902,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,wedding cake,One example of a food is ___.,-16.1484375,-8.07421875
1903,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,wheat,One example of a food is ___.,-11.0625,-11.0625
1904,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,whipped cream,One example of a food is ___.,-14.689453125,-7.3447265625
1905,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,wrap,One example of a food is ___.,-13.1875,-13.1875
1906,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,yogurt,One example of a food is ___.,-11.9375,-11.9375
1907,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,yolk,One example of a food is ___.,-16.4375,-8.21875
1908,meta-llama/Llama-3.1-8B-Instruct,food,en,generic,zucchini,One example of a food is ___.,-11.9453125,-5.97265625
1909,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,chicken,Name an example of a food: ___,-7.46875,-7.46875
1910,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,apple,Name an example of a food: ___,-5.59375,-5.59375
1911,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,avocado,Name an example of a food: ___,-10.0,-10.0
1912,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,banana,Name an example of a food: ___,-7.21875,-7.21875
1913,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bean,Name an example of a food: ___,-8.8125,-8.8125
1914,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,blueberry,Name an example of a food: ___,-9.37109375,-4.685546875
1915,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,carrot,Name an example of a food: ___,-7.6875,-7.6875
1916,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,cauliflower,Name an example of a food: ___,-8.1875,-8.1875
1917,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,celery,Name an example of a food: ___,-10.0,-10.0
1918,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,cherry,Name an example of a food: ___,-9.9375,-9.9375
1919,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,cranberry,Name an example of a food: ___,-9.525390625,-4.7626953125
1920,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,cucumber,Name an example of a food: ___,-9.875,-9.875
1921,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,fig,Name an example of a food: ___,-10.25,-10.25
1922,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,ginger,Name an example of a food: ___,-9.875,-9.875
1923,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,goose,Name an example of a food: ___,-13.5625,-13.5625
1924,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,grape,Name an example of a food: ___,-9.6875,-9.6875
1925,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,lemon,Name an example of a food: ___,-8.4375,-8.4375
1926,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,mango,Name an example of a food: ___,-7.78125,-7.78125
1927,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,melon,Name an example of a food: ___,-11.9345703125,-5.96728515625
1928,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,olive,Name an example of a food: ___,-11.0,-11.0
1929,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,onion,Name an example of a food: ___,-7.3125,-7.3125
1930,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,papaya,Name an example of a food: ___,-10.734375,-5.3671875
1931,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,pea,Name an example of a food: ___,-9.375,-9.375
1932,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,peach,Name an example of a food: ___,-9.5,-9.5
1933,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,pear,Name an example of a food: ___,-8.625,-8.625
1934,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,pineapple,Name an example of a food: ___,-5.28125,-5.28125
1935,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,pomegranate,Name an example of a food: ___,-12.5989990234375,-3.149749755859375
1936,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,potato,Name an example of a food: ___,-5.78125,-5.78125
1937,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,pumpkin,Name an example of a food: ___,-9.3125,-9.3125
1938,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,radish,Name an example of a food: ___,-11.8798828125,-5.93994140625
1939,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,raspberry,Name an example of a food: ___,-11.125,-11.125
1940,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,strawberry,Name an example of a food: ___,-8.3125,-8.3125
1941,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,tomato,Name an example of a food: ___,-6.84375,-6.84375
1942,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,turkey,Name an example of a food: ___,-7.46875,-7.46875
1943,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,almond,Name an example of a food: ___,-9.9375,-9.9375
1944,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,appetizer,Name an example of a food: ___,-10.828125,-5.4140625
1945,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,applesauce,Name an example of a food: ___,-12.53125,-6.265625
1946,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,artichoke,Name an example of a food: ___,-11.3876953125,-3.7958984375
1947,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,arugula,Name an example of a food: ___,-11.8165283203125,-3.9388427734375
1948,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,asparagus,Name an example of a food: ___,-9.53515625,-4.767578125
1949,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bacon,Name an example of a food: ___,-8.8125,-8.8125
1950,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bagel,Name an example of a food: ___,-9.064453125,-4.5322265625
1951,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,baklava,Name an example of a food: ___,-14.029296875,-7.0146484375
1952,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,banana split,Name an example of a food: ___,-17.125,-8.5625
1953,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,basil,Name an example of a food: ___,-11.375,-11.375
1954,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,batter,Name an example of a food: ___,-12.8125,-12.8125
1955,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,beet,Name an example of a food: ___,-10.3125,-10.3125
1956,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bell pepper,Name an example of a food: ___,-11.958984375,-5.9794921875
1957,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,berry,Name an example of a food: ___,-11.75,-11.75
1958,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,birthday cake,Name an example of a food: ___,-12.055419921875,-6.0277099609375
1959,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,biscuit,Name an example of a food: ___,-9.644287109375,-4.8221435546875
1960,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,blackberry,Name an example of a food: ___,-13.03125,-6.515625
1961,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bok choy,Name an example of a food: ___,-15.883106231689453,-3.9707765579223633
1962,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bologna,Name an example of a food: ___,-11.484375,-5.7421875
1963,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,bread,Name an example of a food: ___,-7.25,-7.25
1964,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,breadstick,Name an example of a food: ___,-18.5,-9.25
1965,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,breakfast,Name an example of a food: ___,-10.9375,-10.9375
1966,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,broccoli,Name an example of a food: ___,-6.09375,-6.09375
1967,meta-llama/Llama-3.1-8B-Instruct,food,en,indefinite_prod,brownie,Name an example of a food: ___,-9.6640625,-4.83203125
